"REF_AREA","INDICATOR","GENDER","AGE_CLASS","CITIZENSHIP","OBS_VALUE"
"034011","RESPOP_AV","T","Y50-59","ITL","174"
"034011","RESPOP_AV","T","Y50-59","TOTAL","177"
"034011","RESPOP_AV","T","Y60-69","FRGAPO","3"
"034011","RESPOP_AV","T","Y60-69","ITL","152"
"034011","RESPOP_AV","T","Y60-69","TOTAL","155"
"034011","RESPOP_AV","T","Y70-79","FRGAPO","4"
"034011","RESPOP_AV","T","Y70-79","ITL","126"
"034011","RESPOP_AV","T","Y70-79","TOTAL","130"
"034011","RESPOP_AV","T","Y80-89","FRGAPO","2"
"034011","RESPOP_AV","T","Y80-89","ITL","99"
"034011","RESPOP_AV","T","Y80-89","TOTAL","101"
"034011","RESPOP_AV","T","Y90-99","ITL","25"
"034011","RESPOP_AV","T","Y90-99","TOTAL","25"
"034012","RESPOP_AV","F","TOTAL","FRGAPO","44"
"034012","RESPOP_AV","F","TOTAL","ITL","793"
"034012","RESPOP_AV","F","TOTAL","TOTAL","837"
"034012","RESPOP_AV","F","Y0-9","FRGAPO","4"
"034012","RESPOP_AV","F","Y0-9","ITL","33"
"034012","RESPOP_AV","F","Y0-9","TOTAL","37"
"034012","RESPOP_AV","F","Y10-19","FRGAPO","1"
"034012","RESPOP_AV","F","Y10-19","ITL","49"
"034012","RESPOP_AV","F","Y10-19","TOTAL","50"
"034012","RESPOP_AV","F","Y20-29","FRGAPO","3"
"034012","RESPOP_AV","F","Y20-29","ITL","44"
"034012","RESPOP_AV","F","Y20-29","TOTAL","47"
"034012","RESPOP_AV","F","Y30-39","FRGAPO","6"
"034012","RESPOP_AV","F","Y30-39","ITL","71"
"034012","RESPOP_AV","F","Y30-39","TOTAL","77"
"034012","RESPOP_AV","F","Y40-49","FRGAPO","10"
"034012","RESPOP_AV","F","Y40-49","ITL","88"
"034012","RESPOP_AV","F","Y40-49","TOTAL","98"
"034012","RESPOP_AV","F","Y50-59","FRGAPO","11"
"034012","RESPOP_AV","F","Y50-59","ITL","115"
"034012","RESPOP_AV","F","Y50-59","TOTAL","126"
"034012","RESPOP_AV","F","Y60-69","FRGAPO","8"
"034012","RESPOP_AV","F","Y60-69","ITL","137"
"034012","RESPOP_AV","F","Y60-69","TOTAL","145"
"034012","RESPOP_AV","F","Y70-79","FRGAPO","1"
"034012","RESPOP_AV","F","Y70-79","ITL","132"
"034012","RESPOP_AV","F","Y70-79","TOTAL","133"
"034012","RESPOP_AV","F","Y80-89","ITL","95"
"034012","RESPOP_AV","F","Y80-89","TOTAL","95"
"034012","RESPOP_AV","F","Y90-99","ITL","29"
"034012","RESPOP_AV","F","Y90-99","TOTAL","29"
"034012","RESPOP_AV","M","TOTAL","FRGAPO","36"
"034012","RESPOP_AV","M","TOTAL","ITL","882"
"034012","RESPOP_AV","M","TOTAL","TOTAL","918"
"034012","RESPOP_AV","M","Y0-9","FRGAPO","3"
"034012","RESPOP_AV","M","Y0-9","ITL","48"
"034012","RESPOP_AV","M","Y0-9","TOTAL","51"
"034012","RESPOP_AV","M","Y10-19","FRGAPO","7"
"034012","RESPOP_AV","M","Y10-19","ITL","54"
"034012","RESPOP_AV","M","Y10-19","TOTAL","61"
"034012","RESPOP_AV","M","Y20-29","FRGAPO","3"
"034012","RESPOP_AV","M","Y20-29","ITL","56"
"034012","RESPOP_AV","M","Y20-29","TOTAL","59"
"034012","RESPOP_AV","M","Y30-39","FRGAPO","7"
"034012","RESPOP_AV","M","Y30-39","ITL","68"
"034012","RESPOP_AV","M","Y30-39","TOTAL","75"
"034012","RESPOP_AV","M","Y40-49","FRGAPO","9"
"034012","RESPOP_AV","M","Y40-49","ITL","109"
"034012","RESPOP_AV","M","Y40-49","TOTAL","118"
"034012","RESPOP_AV","M","Y50-59","FRGAPO","3"
"034012","RESPOP_AV","M","Y50-59","ITL","166"
"034012","RESPOP_AV","M","Y50-59","TOTAL","169"
"034012","RESPOP_AV","M","Y60-69","FRGAPO","1"
"034012","RESPOP_AV","M","Y60-69","ITL","161"
"034012","RESPOP_AV","M","Y60-69","TOTAL","162"
"034012","RESPOP_AV","M","Y70-79","FRGAPO","2"
"034012","RESPOP_AV","M","Y70-79","ITL","130"
"034012","RESPOP_AV","M","Y70-79","TOTAL","132"
"034012","RESPOP_AV","M","Y80-89","FRGAPO","1"
"034012","RESPOP_AV","M","Y80-89","ITL","69"
"034012","RESPOP_AV","M","Y80-89","TOTAL","70"
"034012","RESPOP_AV","M","Y90-99","ITL","21"
"034012","RESPOP_AV","M","Y90-99","TOTAL","21"
"034012","RESPOP_AV","T","TOTAL","FRGAPO","80"
"034012","RESPOP_AV","T","TOTAL","ITL","1675"
"034012","RESPOP_AV","T","TOTAL","TOTAL","1755"
"034012","RESPOP_AV","T","Y0-9","FRGAPO","7"
"034012","RESPOP_AV","T","Y0-9","ITL","81"
"034012","RESPOP_AV","T","Y0-9","TOTAL","88"
"034012","RESPOP_AV","T","Y10-19","FRGAPO","8"
"034012","RESPOP_AV","T","Y10-19","ITL","103"
"034012","RESPOP_AV","T","Y10-19","TOTAL","111"
"034012","RESPOP_AV","T","Y20-29","FRGAPO","6"
"034012","RESPOP_AV","T","Y20-29","ITL","100"
"034012","RESPOP_AV","T","Y20-29","TOTAL","106"
"034012","RESPOP_AV","T","Y30-39","FRGAPO","13"
"034012","RESPOP_AV","T","Y30-39","ITL","139"
"034012","RESPOP_AV","T","Y30-39","TOTAL","152"
"034012","RESPOP_AV","T","Y40-49","FRGAPO","19"
"034012","RESPOP_AV","T","Y40-49","ITL","197"
"034012","RESPOP_AV","T","Y40-49","TOTAL","216"
"034012","RESPOP_AV","T","Y50-59","FRGAPO","14"
"034012","RESPOP_AV","T","Y50-59","ITL","281"
"034012","RESPOP_AV","T","Y50-59","TOTAL","295"
"034012","RESPOP_AV","T","Y60-69","FRGAPO","9"
"034012","RESPOP_AV","T","Y60-69","ITL","298"
"034012","RESPOP_AV","T","Y60-69","TOTAL","307"
"034012","RESPOP_AV","T","Y70-79","FRGAPO","3"
"034012","RESPOP_AV","T","Y70-79","ITL","262"
"034012","RESPOP_AV","T","Y70-79","TOTAL","265"
"034012","RESPOP_AV","T","Y80-89","FRGAPO","1"
"034012","RESPOP_AV","T","Y80-89","ITL","164"
"034012","RESPOP_AV","T","Y80-89","TOTAL","165"
"034012","RESPOP_AV","T","Y90-99","ITL","50"
"034012","RESPOP_AV","T","Y90-99","TOTAL","50"
"034013","RESPOP_AV","F","TOTAL","FRGAPO","559"
"034013","RESPOP_AV","F","TOTAL","ITL","4056"
"034013","RESPOP_AV","F","TOTAL","TOTAL","4615"
"034013","RESPOP_AV","F","Y_GE100","ITL","6"
"034013","RESPOP_AV","F","Y_GE100","TOTAL","6"
"034013","RESPOP_AV","F","Y0-9","FRGAPO","70"
"034013","RESPOP_AV","F","Y0-9","ITL","265"
"034013","RESPOP_AV","F","Y0-9","TOTAL","335"
"034013","RESPOP_AV","F","Y10-19","FRGAPO","44"
"034013","RESPOP_AV","F","Y10-19","ITL","397"
"034013","RESPOP_AV","F","Y10-19","TOTAL","441"
"034013","RESPOP_AV","F","Y20-29","FRGAPO","73"
"034013","RESPOP_AV","F","Y20-29","ITL","358"
"034013","RESPOP_AV","F","Y20-29","TOTAL","431"
"034013","RESPOP_AV","F","Y30-39","FRGAPO","116"
"034013","RESPOP_AV","F","Y30-39","ITL","372"
"034013","RESPOP_AV","F","Y30-39","TOTAL","488"
"034013","RESPOP_AV","F","Y40-49","FRGAPO","103"
"034013","RESPOP_AV","F","Y40-49","ITL","548"
"034013","RESPOP_AV","F","Y40-49","TOTAL","651"
"034013","RESPOP_AV","F","Y50-59","FRGAPO","71"
"034013","RESPOP_AV","F","Y50-59","ITL","703"
"034013","RESPOP_AV","F","Y50-59","TOTAL","774"
"034013","RESPOP_AV","F","Y60-69","FRGAPO","55"
"034013","RESPOP_AV","F","Y60-69","ITL","564"
"034013","RESPOP_AV","F","Y60-69","TOTAL","619"
"034013","RESPOP_AV","F","Y70-79","FRGAPO","22"
"034013","RESPOP_AV","F","Y70-79","ITL","454"
"034013","RESPOP_AV","F","Y70-79","TOTAL","476"
"034013","RESPOP_AV","F","Y80-89","FRGAPO","5"
"034013","RESPOP_AV","F","Y80-89","ITL","299"
"034013","RESPOP_AV","F","Y80-89","TOTAL","304"
"034013","RESPOP_AV","F","Y90-99","ITL","90"
"034013","RESPOP_AV","F","Y90-99","TOTAL","90"
"034013","RESPOP_AV","M","TOTAL","FRGAPO","546"
"034013","RESPOP_AV","M","TOTAL","ITL","3994"
"034013","RESPOP_AV","M","TOTAL","TOTAL","4540"
"034013","RESPOP_AV","M","Y0-9","FRGAPO","77"
"034013","RESPOP_AV","M","Y0-9","ITL","314"
"034013","RESPOP_AV","M","Y0-9","TOTAL","391"
"034013","RESPOP_AV","M","Y10-19","FRGAPO","71"
"034013","RESPOP_AV","M","Y10-19","ITL","410"
"034013","RESPOP_AV","M","Y10-19","TOTAL","481"
"034013","RESPOP_AV","M","Y20-29","FRGAPO","95"
"034013","RESPOP_AV","M","Y20-29","ITL","374"
"034013","RESPOP_AV","M","Y20-29","TOTAL","469"
"034013","RESPOP_AV","M","Y30-39","FRGAPO","100"
"034013","RESPOP_AV","M","Y30-39","ITL","374"
"034013","RESPOP_AV","M","Y30-39","TOTAL","474"
"034013","RESPOP_AV","M","Y40-49","FRGAPO","114"
"034013","RESPOP_AV","M","Y40-49","ITL","555"
"034013","RESPOP_AV","M","Y40-49","TOTAL","669"
"034013","RESPOP_AV","M","Y50-59","FRGAPO","61"
"034013","RESPOP_AV","M","Y50-59","ITL","746"
"034013","RESPOP_AV","M","Y50-59","TOTAL","807"
"034013","RESPOP_AV","M","Y60-69","FRGAPO","17"
"034013","RESPOP_AV","M","Y60-69","ITL","565"
"034013","RESPOP_AV","M","Y60-69","TOTAL","582"
"034013","RESPOP_AV","M","Y70-79","FRGAPO","7"
"034013","RESPOP_AV","M","Y70-79","ITL","417"
"034013","RESPOP_AV","M","Y70-79","TOTAL","424"
"034013","RESPOP_AV","M","Y80-89","FRGAPO","3"
"034013","RESPOP_AV","M","Y80-89","ITL","202"
"034013","RESPOP_AV","M","Y80-89","TOTAL","205"
"034013","RESPOP_AV","M","Y90-99","FRGAPO","1"
"034013","RESPOP_AV","M","Y90-99","ITL","37"
"034013","RESPOP_AV","M","Y90-99","TOTAL","38"
"034013","RESPOP_AV","T","TOTAL","FRGAPO","1105"
"034013","RESPOP_AV","T","TOTAL","ITL","8050"
"034013","RESPOP_AV","T","TOTAL","TOTAL","9155"
"034013","RESPOP_AV","T","Y_GE100","ITL","6"
"034013","RESPOP_AV","T","Y_GE100","TOTAL","6"
"034013","RESPOP_AV","T","Y0-9","FRGAPO","147"
"034013","RESPOP_AV","T","Y0-9","ITL","579"
"034013","RESPOP_AV","T","Y0-9","TOTAL","726"
"034013","RESPOP_AV","T","Y10-19","FRGAPO","115"
"034013","RESPOP_AV","T","Y10-19","ITL","807"
"034013","RESPOP_AV","T","Y10-19","TOTAL","922"
"034013","RESPOP_AV","T","Y20-29","FRGAPO","168"
"034013","RESPOP_AV","T","Y20-29","ITL","732"
"034013","RESPOP_AV","T","Y20-29","TOTAL","900"
"034013","RESPOP_AV","T","Y30-39","FRGAPO","216"
"034013","RESPOP_AV","T","Y30-39","ITL","746"
"034013","RESPOP_AV","T","Y30-39","TOTAL","962"
"034013","RESPOP_AV","T","Y40-49","FRGAPO","217"
"034013","RESPOP_AV","T","Y40-49","ITL","1103"
"034013","RESPOP_AV","T","Y40-49","TOTAL","1320"
"034013","RESPOP_AV","T","Y50-59","FRGAPO","132"
"034013","RESPOP_AV","T","Y50-59","ITL","1449"
"034013","RESPOP_AV","T","Y50-59","TOTAL","1581"
"034013","RESPOP_AV","T","Y60-69","FRGAPO","72"
"034013","RESPOP_AV","T","Y60-69","ITL","1129"
"034013","RESPOP_AV","T","Y60-69","TOTAL","1201"
"034013","RESPOP_AV","T","Y70-79","FRGAPO","29"
"034013","RESPOP_AV","T","Y70-79","ITL","871"
"034013","RESPOP_AV","T","Y70-79","TOTAL","900"
"034013","RESPOP_AV","T","Y80-89","FRGAPO","8"
"034013","RESPOP_AV","T","Y80-89","ITL","501"
"034013","RESPOP_AV","T","Y80-89","TOTAL","509"
"034013","RESPOP_AV","T","Y90-99","FRGAPO","1"
"034013","RESPOP_AV","T","Y90-99","ITL","127"
"034013","RESPOP_AV","T","Y90-99","TOTAL","128"
"034014","RESPOP_AV","F","TOTAL","FRGAPO","2096"
"034014","RESPOP_AV","F","TOTAL","ITL","11893"
"034014","RESPOP_AV","F","TOTAL","TOTAL","13989"
"034014","RESPOP_AV","F","Y_GE100","ITL","8"
"034014","RESPOP_AV","F","Y_GE100","TOTAL","8"
"034014","RESPOP_AV","F","Y0-9","FRGAPO","303"
"034014","RESPOP_AV","F","Y0-9","ITL","886"
"034014","RESPOP_AV","F","Y0-9","TOTAL","1189"
"034014","RESPOP_AV","F","Y10-19","FRGAPO","206"
"034014","RESPOP_AV","F","Y10-19","ITL","1089"
"034014","RESPOP_AV","F","Y10-19","TOTAL","1295"
"034014","RESPOP_AV","F","Y20-29","FRGAPO","263"
"034014","RESPOP_AV","F","Y20-29","ITL","983"
"034014","RESPOP_AV","F","Y20-29","TOTAL","1246"
"034014","RESPOP_AV","F","Y30-39","FRGAPO","473"
"034014","RESPOP_AV","F","Y30-39","ITL","1174"
"034014","RESPOP_AV","F","Y30-39","TOTAL","1647"
"034014","RESPOP_AV","F","Y40-49","FRGAPO","407"
"034014","RESPOP_AV","F","Y40-49","ITL","1456"
"034014","RESPOP_AV","F","Y40-49","TOTAL","1863"
"034014","RESPOP_AV","F","Y50-59","FRGAPO","210"
"034014","RESPOP_AV","F","Y50-59","ITL","1950"
"034014","RESPOP_AV","F","Y50-59","TOTAL","2160"
"034014","RESPOP_AV","F","Y60-69","FRGAPO","155"
"034014","RESPOP_AV","F","Y60-69","ITL","1576"
"034014","RESPOP_AV","F","Y60-69","TOTAL","1731"
"034014","RESPOP_AV","F","Y70-79","FRGAPO","62"
"034014","RESPOP_AV","F","Y70-79","ITL","1356"
"034014","RESPOP_AV","F","Y70-79","TOTAL","1418"
"034014","RESPOP_AV","F","Y80-89","FRGAPO","15"
"034014","RESPOP_AV","F","Y80-89","ITL","1098"
"034014","RESPOP_AV","F","Y80-89","TOTAL","1113"
"034014","RESPOP_AV","F","Y90-99","FRGAPO","2"
"034014","RESPOP_AV","F","Y90-99","ITL","317"
"034014","RESPOP_AV","F","Y90-99","TOTAL","319"
"034014","RESPOP_AV","M","TOTAL","FRGAPO","2075"
"034014","RESPOP_AV","M","TOTAL","ITL","11201"
"034014","RESPOP_AV","M","TOTAL","TOTAL","13276"
"034014","RESPOP_AV","M","Y_GE100","ITL","4"
"034014","RESPOP_AV","M","Y_GE100","TOTAL","4"
"034014","RESPOP_AV","M","Y0-9","FRGAPO","315"
"034014","RESPOP_AV","M","Y0-9","ITL","952"
"034014","RESPOP_AV","M","Y0-9","TOTAL","1267"
"034014","RESPOP_AV","M","Y10-19","FRGAPO","264"
"034014","RESPOP_AV","M","Y10-19","ITL","1124"
"034014","RESPOP_AV","M","Y10-19","TOTAL","1388"
"034014","RESPOP_AV","M","Y20-29","FRGAPO","330"
"034014","RESPOP_AV","M","Y20-29","ITL","1094"
"034014","RESPOP_AV","M","Y20-29","TOTAL","1424"
"034014","RESPOP_AV","M","Y30-39","FRGAPO","467"
"034014","RESPOP_AV","M","Y30-39","ITL","1208"
"034014","RESPOP_AV","M","Y30-39","TOTAL","1675"
"034014","RESPOP_AV","M","Y40-49","FRGAPO","400"
"034014","RESPOP_AV","M","Y40-49","ITL","1445"
"034014","RESPOP_AV","M","Y40-49","TOTAL","1845"
"034014","RESPOP_AV","M","Y50-59","FRGAPO","188"
"034014","RESPOP_AV","M","Y50-59","ITL","1853"
"034014","RESPOP_AV","M","Y50-59","TOTAL","2041"
"034014","RESPOP_AV","M","Y60-69","FRGAPO","74"
"034014","RESPOP_AV","M","Y60-69","ITL","1538"
"034014","RESPOP_AV","M","Y60-69","TOTAL","1612"
"034014","RESPOP_AV","M","Y70-79","FRGAPO","28"
"034014","RESPOP_AV","M","Y70-79","ITL","1164"
"034014","RESPOP_AV","M","Y70-79","TOTAL","1192"
"034014","RESPOP_AV","M","Y80-89","FRGAPO","8"
"034014","RESPOP_AV","M","Y80-89","ITL","694"
"034014","RESPOP_AV","M","Y80-89","TOTAL","702"
"034014","RESPOP_AV","M","Y90-99","FRGAPO","1"
"034014","RESPOP_AV","M","Y90-99","ITL","125"
"034014","RESPOP_AV","M","Y90-99","TOTAL","126"
"034014","RESPOP_AV","T","TOTAL","FRGAPO","4171"
"034014","RESPOP_AV","T","TOTAL","ITL","23094"
"034014","RESPOP_AV","T","TOTAL","TOTAL","27265"
"034014","RESPOP_AV","T","Y_GE100","ITL","12"
"034014","RESPOP_AV","T","Y_GE100","TOTAL","12"
"034014","RESPOP_AV","T","Y0-9","FRGAPO","618"
"034014","RESPOP_AV","T","Y0-9","ITL","1838"
"034014","RESPOP_AV","T","Y0-9","TOTAL","2456"
"034014","RESPOP_AV","T","Y10-19","FRGAPO","470"
"034014","RESPOP_AV","T","Y10-19","ITL","2213"
"034014","RESPOP_AV","T","Y10-19","TOTAL","2683"
"034014","RESPOP_AV","T","Y20-29","FRGAPO","593"
"034014","RESPOP_AV","T","Y20-29","ITL","2077"
"034014","RESPOP_AV","T","Y20-29","TOTAL","2670"
"034014","RESPOP_AV","T","Y30-39","FRGAPO","940"
"034014","RESPOP_AV","T","Y30-39","ITL","2382"
"034014","RESPOP_AV","T","Y30-39","TOTAL","3322"
"034014","RESPOP_AV","T","Y40-49","FRGAPO","807"
"034014","RESPOP_AV","T","Y40-49","ITL","2901"
"034014","RESPOP_AV","T","Y40-49","TOTAL","3708"
"034014","RESPOP_AV","T","Y50-59","FRGAPO","398"
"034014","RESPOP_AV","T","Y50-59","ITL","3803"
"034014","RESPOP_AV","T","Y50-59","TOTAL","4201"
"034014","RESPOP_AV","T","Y60-69","FRGAPO","229"
"034014","RESPOP_AV","T","Y60-69","ITL","3114"
"034014","RESPOP_AV","T","Y60-69","TOTAL","3343"
"034014","RESPOP_AV","T","Y70-79","FRGAPO","90"
"034014","RESPOP_AV","T","Y70-79","ITL","2520"
"034014","RESPOP_AV","T","Y70-79","TOTAL","2610"
"034014","RESPOP_AV","T","Y80-89","FRGAPO","23"
"034014","RESPOP_AV","T","Y80-89","ITL","1792"
"034014","RESPOP_AV","T","Y80-89","TOTAL","1815"
"034014","RESPOP_AV","T","Y90-99","FRGAPO","3"
"034014","RESPOP_AV","T","Y90-99","ITL","442"
"034014","RESPOP_AV","T","Y90-99","TOTAL","445"
"034015","RESPOP_AV","F","TOTAL","FRGAPO","461"
"034015","RESPOP_AV","F","TOTAL","ITL","3055"
"034015","RESPOP_AV","F","TOTAL","TOTAL","3516"
"034015","RESPOP_AV","F","Y_GE100","ITL","4"
"034015","RESPOP_AV","F","Y_GE100","TOTAL","4"
"034015","RESPOP_AV","F","Y0-9","FRGAPO","67"
"034015","RESPOP_AV","F","Y0-9","ITL","222"
"034015","RESPOP_AV","F","Y0-9","TOTAL","289"
"034015","RESPOP_AV","F","Y10-19","FRGAPO","41"
"034015","RESPOP_AV","F","Y10-19","ITL","254"
"034015","RESPOP_AV","F","Y10-19","TOTAL","295"
"034015","RESPOP_AV","F","Y20-29","FRGAPO","62"
"034015","RESPOP_AV","F","Y20-29","ITL","247"
"034015","RESPOP_AV","F","Y20-29","TOTAL","309"
"034015","RESPOP_AV","F","Y30-39","FRGAPO","100"
"034015","RESPOP_AV","F","Y30-39","ITL","310"
"034015","RESPOP_AV","F","Y30-39","TOTAL","410"
"034015","RESPOP_AV","F","Y40-49","FRGAPO","83"
"034015","RESPOP_AV","F","Y40-49","ITL","401"
"034015","RESPOP_AV","F","Y40-49","TOTAL","484"
"034015","RESPOP_AV","F","Y50-59","FRGAPO","49"
"034015","RESPOP_AV","F","Y50-59","ITL","487"
"034015","RESPOP_AV","F","Y50-59","TOTAL","536"
"034015","RESPOP_AV","F","Y60-69","FRGAPO","40"
"034015","RESPOP_AV","F","Y60-69","ITL","427"
"034015","RESPOP_AV","F","Y60-69","TOTAL","467"
"034015","RESPOP_AV","F","Y70-79","FRGAPO","15"
"034015","RESPOP_AV","F","Y70-79","ITL","357"
"034015","RESPOP_AV","F","Y70-79","TOTAL","372"
"034015","RESPOP_AV","F","Y80-89","FRGAPO","4"
"034015","RESPOP_AV","F","Y80-89","ITL","271"
"034015","RESPOP_AV","F","Y80-89","TOTAL","275"
"034015","RESPOP_AV","F","Y90-99","ITL","75"
"034015","RESPOP_AV","F","Y90-99","TOTAL","75"
"034015","RESPOP_AV","M","TOTAL","FRGAPO","488"
"034015","RESPOP_AV","M","TOTAL","ITL","3093"
"034015","RESPOP_AV","M","TOTAL","TOTAL","3581"
"034015","RESPOP_AV","M","Y0-9","FRGAPO","64"
"034015","RESPOP_AV","M","Y0-9","ITL","246"
"034015","RESPOP_AV","M","Y0-9","TOTAL","310"
"034015","RESPOP_AV","M","Y10-19","FRGAPO","56"
"034015","RESPOP_AV","M","Y10-19","ITL","304"
"034015","RESPOP_AV","M","Y10-19","TOTAL","360"
"034015","RESPOP_AV","M","Y20-29","FRGAPO","85"
"034015","RESPOP_AV","M","Y20-29","ITL","282"
"034015","RESPOP_AV","M","Y20-29","TOTAL","367"
"034015","RESPOP_AV","M","Y30-39","FRGAPO","88"
"034015","RESPOP_AV","M","Y30-39","ITL","336"
"034015","RESPOP_AV","M","Y30-39","TOTAL","424"
"034015","RESPOP_AV","M","Y40-49","FRGAPO","88"
"034015","RESPOP_AV","M","Y40-49","ITL","411"
"034015","RESPOP_AV","M","Y40-49","TOTAL","499"
"034015","RESPOP_AV","M","Y50-59","FRGAPO","62"
"034015","RESPOP_AV","M","Y50-59","ITL","536"
"034015","RESPOP_AV","M","Y50-59","TOTAL","598"
"034015","RESPOP_AV","M","Y60-69","FRGAPO","32"
"034015","RESPOP_AV","M","Y60-69","ITL","437"
"034015","RESPOP_AV","M","Y60-69","TOTAL","469"
"034015","RESPOP_AV","M","Y70-79","FRGAPO","9"
"034015","RESPOP_AV","M","Y70-79","ITL","310"
"034015","RESPOP_AV","M","Y70-79","TOTAL","319"
"034015","RESPOP_AV","M","Y80-89","FRGAPO","4"
"034015","RESPOP_AV","M","Y80-89","ITL","188"
"034015","RESPOP_AV","M","Y80-89","TOTAL","192"
"034015","RESPOP_AV","M","Y90-99","ITL","43"
"034015","RESPOP_AV","M","Y90-99","TOTAL","43"
"034015","RESPOP_AV","T","TOTAL","FRGAPO","949"
"034015","RESPOP_AV","T","TOTAL","ITL","6148"
"034015","RESPOP_AV","T","TOTAL","TOTAL","7097"
"034015","RESPOP_AV","T","Y_GE100","ITL","4"
"034015","RESPOP_AV","T","Y_GE100","TOTAL","4"
"034015","RESPOP_AV","T","Y0-9","FRGAPO","131"
"034015","RESPOP_AV","T","Y0-9","ITL","468"
"034015","RESPOP_AV","T","Y0-9","TOTAL","599"
"034015","RESPOP_AV","T","Y10-19","FRGAPO","97"
"034015","RESPOP_AV","T","Y10-19","ITL","558"
"034015","RESPOP_AV","T","Y10-19","TOTAL","655"
"034015","RESPOP_AV","T","Y20-29","FRGAPO","147"
"034015","RESPOP_AV","T","Y20-29","ITL","529"
"034015","RESPOP_AV","T","Y20-29","TOTAL","676"
"034015","RESPOP_AV","T","Y30-39","FRGAPO","188"
"034015","RESPOP_AV","T","Y30-39","ITL","646"
"034015","RESPOP_AV","T","Y30-39","TOTAL","834"
"034015","RESPOP_AV","T","Y40-49","FRGAPO","171"
"034015","RESPOP_AV","T","Y40-49","ITL","812"
"034015","RESPOP_AV","T","Y40-49","TOTAL","983"
"034015","RESPOP_AV","T","Y50-59","FRGAPO","111"
"034015","RESPOP_AV","T","Y50-59","ITL","1023"
"034015","RESPOP_AV","T","Y50-59","TOTAL","1134"
"034015","RESPOP_AV","T","Y60-69","FRGAPO","72"
"034015","RESPOP_AV","T","Y60-69","ITL","864"
"034015","RESPOP_AV","T","Y60-69","TOTAL","936"
"034015","RESPOP_AV","T","Y70-79","FRGAPO","24"
"034015","RESPOP_AV","T","Y70-79","ITL","667"
"034015","RESPOP_AV","T","Y70-79","TOTAL","691"
"034015","RESPOP_AV","T","Y80-89","FRGAPO","8"
"034015","RESPOP_AV","T","Y80-89","ITL","459"
"034015","RESPOP_AV","T","Y80-89","TOTAL","467"
"034015","RESPOP_AV","T","Y90-99","ITL","118"
"034015","RESPOP_AV","T","Y90-99","TOTAL","118"
"034016","RESPOP_AV","F","TOTAL","FRGAPO","397"
"034016","RESPOP_AV","F","TOTAL","ITL","2325"
"034016","RESPOP_AV","F","TOTAL","TOTAL","2722"
"034016","RESPOP_AV","F","Y0-9","FRGAPO","40"
"034016","RESPOP_AV","F","Y0-9","ITL","162"
"034016","RESPOP_AV","F","Y0-9","TOTAL","202"
"034016","RESPOP_AV","F","Y10-19","FRGAPO","51"
"034016","RESPOP_AV","F","Y10-19","ITL","207"
"034016","RESPOP_AV","F","Y10-19","TOTAL","258"
"034016","RESPOP_AV","F","Y20-29","FRGAPO","36"
"034016","RESPOP_AV","F","Y20-29","ITL","192"
"034016","RESPOP_AV","F","Y20-29","TOTAL","228"
"034016","RESPOP_AV","F","Y30-39","FRGAPO","95"
"034016","RESPOP_AV","F","Y30-39","ITL","236"
"034016","RESPOP_AV","F","Y30-39","TOTAL","331"
"034016","RESPOP_AV","F","Y40-49","FRGAPO","71"
"034016","RESPOP_AV","F","Y40-49","ITL","327"
"034016","RESPOP_AV","F","Y40-49","TOTAL","398"
"034016","RESPOP_AV","F","Y50-59","FRGAPO","48"
"034016","RESPOP_AV","F","Y50-59","ITL","399"
"034016","RESPOP_AV","F","Y50-59","TOTAL","447"
"034016","RESPOP_AV","F","Y60-69","FRGAPO","40"
"034016","RESPOP_AV","F","Y60-69","ITL","327"
"034016","RESPOP_AV","F","Y60-69","TOTAL","367"
"034016","RESPOP_AV","F","Y70-79","FRGAPO","15"
"034016","RESPOP_AV","F","Y70-79","ITL","263"
"034016","RESPOP_AV","F","Y70-79","TOTAL","278"
"034016","RESPOP_AV","F","Y80-89","FRGAPO","1"
"034016","RESPOP_AV","F","Y80-89","ITL","165"
"034016","RESPOP_AV","F","Y80-89","TOTAL","166"
"034016","RESPOP_AV","F","Y90-99","ITL","47"
"034016","RESPOP_AV","F","Y90-99","TOTAL","47"
"034016","RESPOP_AV","M","TOTAL","FRGAPO","384"
"034016","RESPOP_AV","M","TOTAL","ITL","2360"
"034016","RESPOP_AV","M","TOTAL","TOTAL","2744"
"034016","RESPOP_AV","M","Y_GE100","ITL","1"
"034016","RESPOP_AV","M","Y_GE100","TOTAL","1"
"034016","RESPOP_AV","M","Y0-9","FRGAPO","42"
"034016","RESPOP_AV","M","Y0-9","ITL","192"
"034016","RESPOP_AV","M","Y0-9","TOTAL","234"
"034016","RESPOP_AV","M","Y10-19","FRGAPO","34"
"034016","RESPOP_AV","M","Y10-19","ITL","224"
"034016","RESPOP_AV","M","Y10-19","TOTAL","258"
"034016","RESPOP_AV","M","Y20-29","FRGAPO","41"
"034016","RESPOP_AV","M","Y20-29","ITL","237"
"034016","RESPOP_AV","M","Y20-29","TOTAL","278"
"034016","RESPOP_AV","M","Y30-39","FRGAPO","82"
"034016","RESPOP_AV","M","Y30-39","ITL","271"
"034016","RESPOP_AV","M","Y30-39","TOTAL","353"
"034016","RESPOP_AV","M","Y40-49","FRGAPO","97"
"034016","RESPOP_AV","M","Y40-49","ITL","313"
"034016","RESPOP_AV","M","Y40-49","TOTAL","410"
