"REF_AREA","INDICATOR","GENDER","AGE_CLASS","CITIZENSHIP","OBS_VALUE"
"034024","RESPOP_AV","F","TOTAL","TOTAL","1707"
"034024","RESPOP_AV","F","Y_GE100","ITL","3"
"034024","RESPOP_AV","F","Y_GE100","TOTAL","3"
"034024","RESPOP_AV","F","Y0-9","FRGAPO","19"
"034024","RESPOP_AV","F","Y0-9","ITL","96"
"034024","RESPOP_AV","F","Y0-9","TOTAL","115"
"034024","RESPOP_AV","F","Y10-19","FRGAPO","22"
"034024","RESPOP_AV","F","Y10-19","ITL","111"
"034024","RESPOP_AV","F","Y10-19","TOTAL","133"
"034024","RESPOP_AV","F","Y20-29","FRGAPO","19"
"034024","RESPOP_AV","F","Y20-29","ITL","115"
"034024","RESPOP_AV","F","Y20-29","TOTAL","134"
"034024","RESPOP_AV","F","Y30-39","FRGAPO","36"
"034024","RESPOP_AV","F","Y30-39","ITL","134"
"034024","RESPOP_AV","F","Y30-39","TOTAL","170"
"034024","RESPOP_AV","F","Y40-49","FRGAPO","29"
"034024","RESPOP_AV","F","Y40-49","ITL","166"
"034024","RESPOP_AV","F","Y40-49","TOTAL","195"
"034024","RESPOP_AV","F","Y50-59","FRGAPO","28"
"034024","RESPOP_AV","F","Y50-59","ITL","245"
"034024","RESPOP_AV","F","Y50-59","TOTAL","273"
"034024","RESPOP_AV","F","Y60-69","FRGAPO","21"
"034024","RESPOP_AV","F","Y60-69","ITL","247"
"034024","RESPOP_AV","F","Y60-69","TOTAL","268"
"034024","RESPOP_AV","F","Y70-79","FRGAPO","6"
"034024","RESPOP_AV","F","Y70-79","ITL","200"
"034024","RESPOP_AV","F","Y70-79","TOTAL","206"
"034024","RESPOP_AV","F","Y80-89","FRGAPO","3"
"034024","RESPOP_AV","F","Y80-89","ITL","157"
"034024","RESPOP_AV","F","Y80-89","TOTAL","160"
"034024","RESPOP_AV","F","Y90-99","ITL","50"
"034024","RESPOP_AV","F","Y90-99","TOTAL","50"
"034024","RESPOP_AV","M","TOTAL","FRGAPO","166"
"034024","RESPOP_AV","M","TOTAL","ITL","1582"
"034024","RESPOP_AV","M","TOTAL","TOTAL","1748"
"034024","RESPOP_AV","M","Y0-9","FRGAPO","23"
"034024","RESPOP_AV","M","Y0-9","ITL","102"
"034024","RESPOP_AV","M","Y0-9","TOTAL","125"
"034024","RESPOP_AV","M","Y10-19","FRGAPO","21"
"034024","RESPOP_AV","M","Y10-19","ITL","108"
"034024","RESPOP_AV","M","Y10-19","TOTAL","129"
"034024","RESPOP_AV","M","Y20-29","FRGAPO","29"
"034024","RESPOP_AV","M","Y20-29","ITL","124"
"034024","RESPOP_AV","M","Y20-29","TOTAL","153"
"034024","RESPOP_AV","M","Y30-39","FRGAPO","25"
"034024","RESPOP_AV","M","Y30-39","ITL","143"
"034024","RESPOP_AV","M","Y30-39","TOTAL","168"
"034024","RESPOP_AV","M","Y40-49","FRGAPO","36"
"034024","RESPOP_AV","M","Y40-49","ITL","205"
"034024","RESPOP_AV","M","Y40-49","TOTAL","241"
"034024","RESPOP_AV","M","Y50-59","FRGAPO","24"
"034024","RESPOP_AV","M","Y50-59","ITL","270"
"034024","RESPOP_AV","M","Y50-59","TOTAL","294"
"034024","RESPOP_AV","M","Y60-69","FRGAPO","5"
"034024","RESPOP_AV","M","Y60-69","ITL","263"
"034024","RESPOP_AV","M","Y60-69","TOTAL","268"
"034024","RESPOP_AV","M","Y70-79","FRGAPO","3"
"034024","RESPOP_AV","M","Y70-79","ITL","203"
"034024","RESPOP_AV","M","Y70-79","TOTAL","206"
"034024","RESPOP_AV","M","Y80-89","ITL","135"
"034024","RESPOP_AV","M","Y80-89","TOTAL","135"
"034024","RESPOP_AV","M","Y90-99","ITL","29"
"034024","RESPOP_AV","M","Y90-99","TOTAL","29"
"034024","RESPOP_AV","T","TOTAL","FRGAPO","349"
"034024","RESPOP_AV","T","TOTAL","ITL","3106"
"034024","RESPOP_AV","T","TOTAL","TOTAL","3455"
"034024","RESPOP_AV","T","Y_GE100","ITL","3"
"034024","RESPOP_AV","T","Y_GE100","TOTAL","3"
"034024","RESPOP_AV","T","Y0-9","FRGAPO","42"
"034024","RESPOP_AV","T","Y0-9","ITL","198"
"034024","RESPOP_AV","T","Y0-9","TOTAL","240"
"034024","RESPOP_AV","T","Y10-19","FRGAPO","43"
"034024","RESPOP_AV","T","Y10-19","ITL","219"
"034024","RESPOP_AV","T","Y10-19","TOTAL","262"
"034024","RESPOP_AV","T","Y20-29","FRGAPO","48"
"034024","RESPOP_AV","T","Y20-29","ITL","239"
"034024","RESPOP_AV","T","Y20-29","TOTAL","287"
"034024","RESPOP_AV","T","Y30-39","FRGAPO","61"
"034024","RESPOP_AV","T","Y30-39","ITL","277"
"034024","RESPOP_AV","T","Y30-39","TOTAL","338"
"034024","RESPOP_AV","T","Y40-49","FRGAPO","65"
"034024","RESPOP_AV","T","Y40-49","ITL","371"
"034024","RESPOP_AV","T","Y40-49","TOTAL","436"
"034024","RESPOP_AV","T","Y50-59","FRGAPO","52"
"034024","RESPOP_AV","T","Y50-59","ITL","515"
"034024","RESPOP_AV","T","Y50-59","TOTAL","567"
"034024","RESPOP_AV","T","Y60-69","FRGAPO","26"
"034024","RESPOP_AV","T","Y60-69","ITL","510"
"034024","RESPOP_AV","T","Y60-69","TOTAL","536"
"034024","RESPOP_AV","T","Y70-79","FRGAPO","9"
"034024","RESPOP_AV","T","Y70-79","ITL","403"
"034024","RESPOP_AV","T","Y70-79","TOTAL","412"
"034024","RESPOP_AV","T","Y80-89","FRGAPO","3"
"034024","RESPOP_AV","T","Y80-89","ITL","292"
"034024","RESPOP_AV","T","Y80-89","TOTAL","295"
"034024","RESPOP_AV","T","Y90-99","ITL","79"
"034024","RESPOP_AV","T","Y90-99","TOTAL","79"
"034025","RESPOP_AV","F","TOTAL","FRGAPO","706"
"034025","RESPOP_AV","F","TOTAL","ITL","6080"
"034025","RESPOP_AV","F","TOTAL","TOTAL","6786"
"034025","RESPOP_AV","F","Y_GE100","ITL","1"
"034025","RESPOP_AV","F","Y_GE100","TOTAL","1"
"034025","RESPOP_AV","F","Y0-9","FRGAPO","90"
"034025","RESPOP_AV","F","Y0-9","ITL","463"
"034025","RESPOP_AV","F","Y0-9","TOTAL","553"
"034025","RESPOP_AV","F","Y10-19","FRGAPO","64"
"034025","RESPOP_AV","F","Y10-19","ITL","627"
"034025","RESPOP_AV","F","Y10-19","TOTAL","691"
"034025","RESPOP_AV","F","Y20-29","FRGAPO","104"
"034025","RESPOP_AV","F","Y20-29","ITL","526"
"034025","RESPOP_AV","F","Y20-29","TOTAL","630"
"034025","RESPOP_AV","F","Y30-39","FRGAPO","143"
"034025","RESPOP_AV","F","Y30-39","ITL","616"
"034025","RESPOP_AV","F","Y30-39","TOTAL","759"
"034025","RESPOP_AV","F","Y40-49","FRGAPO","110"
"034025","RESPOP_AV","F","Y40-49","ITL","910"
"034025","RESPOP_AV","F","Y40-49","TOTAL","1020"
"034025","RESPOP_AV","F","Y50-59","FRGAPO","100"
"034025","RESPOP_AV","F","Y50-59","ITL","967"
"034025","RESPOP_AV","F","Y50-59","TOTAL","1067"
"034025","RESPOP_AV","F","Y60-69","FRGAPO","59"
"034025","RESPOP_AV","F","Y60-69","ITL","788"
"034025","RESPOP_AV","F","Y60-69","TOTAL","847"
"034025","RESPOP_AV","F","Y70-79","FRGAPO","32"
"034025","RESPOP_AV","F","Y70-79","ITL","637"
"034025","RESPOP_AV","F","Y70-79","TOTAL","669"
"034025","RESPOP_AV","F","Y80-89","FRGAPO","4"
"034025","RESPOP_AV","F","Y80-89","ITL","417"
"034025","RESPOP_AV","F","Y80-89","TOTAL","421"
"034025","RESPOP_AV","F","Y90-99","ITL","128"
"034025","RESPOP_AV","F","Y90-99","TOTAL","128"
"034025","RESPOP_AV","M","TOTAL","FRGAPO","633"
"034025","RESPOP_AV","M","TOTAL","ITL","5887"
"034025","RESPOP_AV","M","TOTAL","TOTAL","6520"
"034025","RESPOP_AV","M","Y0-9","FRGAPO","88"
"034025","RESPOP_AV","M","Y0-9","ITL","504"
"034025","RESPOP_AV","M","Y0-9","TOTAL","592"
"034025","RESPOP_AV","M","Y10-19","FRGAPO","77"
"034025","RESPOP_AV","M","Y10-19","ITL","582"
"034025","RESPOP_AV","M","Y10-19","TOTAL","659"
"034025","RESPOP_AV","M","Y20-29","FRGAPO","91"
"034025","RESPOP_AV","M","Y20-29","ITL","535"
"034025","RESPOP_AV","M","Y20-29","TOTAL","626"
"034025","RESPOP_AV","M","Y30-39","FRGAPO","130"
"034025","RESPOP_AV","M","Y30-39","ITL","641"
"034025","RESPOP_AV","M","Y30-39","TOTAL","771"
"034025","RESPOP_AV","M","Y40-49","FRGAPO","113"
"034025","RESPOP_AV","M","Y40-49","ITL","906"
"034025","RESPOP_AV","M","Y40-49","TOTAL","1019"
"034025","RESPOP_AV","M","Y50-59","FRGAPO","81"
"034025","RESPOP_AV","M","Y50-59","ITL","1051"
"034025","RESPOP_AV","M","Y50-59","TOTAL","1132"
"034025","RESPOP_AV","M","Y60-69","FRGAPO","32"
"034025","RESPOP_AV","M","Y60-69","ITL","776"
"034025","RESPOP_AV","M","Y60-69","TOTAL","808"
"034025","RESPOP_AV","M","Y70-79","FRGAPO","18"
"034025","RESPOP_AV","M","Y70-79","ITL","549"
"034025","RESPOP_AV","M","Y70-79","TOTAL","567"
"034025","RESPOP_AV","M","Y80-89","FRGAPO","3"
"034025","RESPOP_AV","M","Y80-89","ITL","314"
"034025","RESPOP_AV","M","Y80-89","TOTAL","317"
"034025","RESPOP_AV","M","Y90-99","ITL","29"
"034025","RESPOP_AV","M","Y90-99","TOTAL","29"
"034025","RESPOP_AV","T","TOTAL","FRGAPO","1339"
"034025","RESPOP_AV","T","TOTAL","ITL","11967"
"034025","RESPOP_AV","T","TOTAL","TOTAL","13306"
"034025","RESPOP_AV","T","Y_GE100","ITL","1"
"034025","RESPOP_AV","T","Y_GE100","TOTAL","1"
"034025","RESPOP_AV","T","Y0-9","FRGAPO","178"
"034025","RESPOP_AV","T","Y0-9","ITL","967"
"034025","RESPOP_AV","T","Y0-9","TOTAL","1145"
"034025","RESPOP_AV","T","Y10-19","FRGAPO","141"
"034025","RESPOP_AV","T","Y10-19","ITL","1209"
"034025","RESPOP_AV","T","Y10-19","TOTAL","1350"
"034025","RESPOP_AV","T","Y20-29","FRGAPO","195"
"034025","RESPOP_AV","T","Y20-29","ITL","1061"
"034025","RESPOP_AV","T","Y20-29","TOTAL","1256"
"034025","RESPOP_AV","T","Y30-39","FRGAPO","273"
"034025","RESPOP_AV","T","Y30-39","ITL","1257"
"034025","RESPOP_AV","T","Y30-39","TOTAL","1530"
"034025","RESPOP_AV","T","Y40-49","FRGAPO","223"
"034025","RESPOP_AV","T","Y40-49","ITL","1816"
"034025","RESPOP_AV","T","Y40-49","TOTAL","2039"
"034025","RESPOP_AV","T","Y50-59","FRGAPO","181"
"034025","RESPOP_AV","T","Y50-59","ITL","2018"
"034025","RESPOP_AV","T","Y50-59","TOTAL","2199"
"034025","RESPOP_AV","T","Y60-69","FRGAPO","91"
"034025","RESPOP_AV","T","Y60-69","ITL","1564"
"034025","RESPOP_AV","T","Y60-69","TOTAL","1655"
"034025","RESPOP_AV","T","Y70-79","FRGAPO","50"
"034025","RESPOP_AV","T","Y70-79","ITL","1186"
"034025","RESPOP_AV","T","Y70-79","TOTAL","1236"
"034025","RESPOP_AV","T","Y80-89","FRGAPO","7"
"034025","RESPOP_AV","T","Y80-89","ITL","731"
"034025","RESPOP_AV","T","Y80-89","TOTAL","738"
"034025","RESPOP_AV","T","Y90-99","ITL","157"
"034025","RESPOP_AV","T","Y90-99","TOTAL","157"
"034026","RESPOP_AV","F","TOTAL","FRGAPO","52"
"034026","RESPOP_AV","F","TOTAL","ITL","423"
"034026","RESPOP_AV","F","TOTAL","TOTAL","475"
"034026","RESPOP_AV","F","Y_GE100","ITL","2"
"034026","RESPOP_AV","F","Y_GE100","TOTAL","2"
"034026","RESPOP_AV","F","Y0-9","FRGAPO","2"
"034026","RESPOP_AV","F","Y0-9","ITL","21"
"034026","RESPOP_AV","F","Y0-9","TOTAL","23"
"034026","RESPOP_AV","F","Y10-19","FRGAPO","6"
"034026","RESPOP_AV","F","Y10-19","ITL","20"
"034026","RESPOP_AV","F","Y10-19","TOTAL","26"
"034026","RESPOP_AV","F","Y20-29","FRGAPO","3"
"034026","RESPOP_AV","F","Y20-29","ITL","28"
"034026","RESPOP_AV","F","Y20-29","TOTAL","31"
"034026","RESPOP_AV","F","Y30-39","FRGAPO","12"
"034026","RESPOP_AV","F","Y30-39","ITL","27"
"034026","RESPOP_AV","F","Y30-39","TOTAL","39"
"034026","RESPOP_AV","F","Y40-49","FRGAPO","6"
"034026","RESPOP_AV","F","Y40-49","ITL","39"
"034026","RESPOP_AV","F","Y40-49","TOTAL","45"
"034026","RESPOP_AV","F","Y50-59","FRGAPO","11"
"034026","RESPOP_AV","F","Y50-59","ITL","61"
"034026","RESPOP_AV","F","Y50-59","TOTAL","72"
"034026","RESPOP_AV","F","Y60-69","FRGAPO","9"
"034026","RESPOP_AV","F","Y60-69","ITL","65"
"034026","RESPOP_AV","F","Y60-69","TOTAL","74"
"034026","RESPOP_AV","F","Y70-79","FRGAPO","3"
"034026","RESPOP_AV","F","Y70-79","ITL","88"
"034026","RESPOP_AV","F","Y70-79","TOTAL","91"
"034026","RESPOP_AV","F","Y80-89","ITL","54"
"034026","RESPOP_AV","F","Y80-89","TOTAL","54"
"034026","RESPOP_AV","F","Y90-99","ITL","18"
"034026","RESPOP_AV","F","Y90-99","TOTAL","18"
"034026","RESPOP_AV","M","TOTAL","FRGAPO","62"
"034026","RESPOP_AV","M","TOTAL","ITL","474"
"034026","RESPOP_AV","M","TOTAL","TOTAL","536"
"034026","RESPOP_AV","M","Y0-9","FRGAPO","10"
"034026","RESPOP_AV","M","Y0-9","ITL","17"
"034026","RESPOP_AV","M","Y0-9","TOTAL","27"
"034026","RESPOP_AV","M","Y10-19","FRGAPO","7"
"034026","RESPOP_AV","M","Y10-19","ITL","26"
"034026","RESPOP_AV","M","Y10-19","TOTAL","33"
"034026","RESPOP_AV","M","Y20-29","FRGAPO","5"
"034026","RESPOP_AV","M","Y20-29","ITL","21"
"034026","RESPOP_AV","M","Y20-29","TOTAL","26"
"034026","RESPOP_AV","M","Y30-39","FRGAPO","12"
"034026","RESPOP_AV","M","Y30-39","ITL","35"
"034026","RESPOP_AV","M","Y30-39","TOTAL","47"
"034026","RESPOP_AV","M","Y40-49","FRGAPO","12"
"034026","RESPOP_AV","M","Y40-49","ITL","48"
"034026","RESPOP_AV","M","Y40-49","TOTAL","60"
"034026","RESPOP_AV","M","Y50-59","FRGAPO","10"
"034026","RESPOP_AV","M","Y50-59","ITL","88"
"034026","RESPOP_AV","M","Y50-59","TOTAL","98"
"034026","RESPOP_AV","M","Y60-69","FRGAPO","4"
"034026","RESPOP_AV","M","Y60-69","ITL","91"
"034026","RESPOP_AV","M","Y60-69","TOTAL","95"
"034026","RESPOP_AV","M","Y70-79","FRGAPO","2"
"034026","RESPOP_AV","M","Y70-79","ITL","92"
"034026","RESPOP_AV","M","Y70-79","TOTAL","94"
"034026","RESPOP_AV","M","Y80-89","ITL","48"
"034026","RESPOP_AV","M","Y80-89","TOTAL","48"
"034026","RESPOP_AV","M","Y90-99","ITL","8"
"034026","RESPOP_AV","M","Y90-99","TOTAL","8"
"034026","RESPOP_AV","T","TOTAL","FRGAPO","114"
"034026","RESPOP_AV","T","TOTAL","ITL","897"
"034026","RESPOP_AV","T","TOTAL","TOTAL","1011"
"034026","RESPOP_AV","T","Y_GE100","ITL","2"
"034026","RESPOP_AV","T","Y_GE100","TOTAL","2"
"034026","RESPOP_AV","T","Y0-9","FRGAPO","12"
"034026","RESPOP_AV","T","Y0-9","ITL","38"
"034026","RESPOP_AV","T","Y0-9","TOTAL","50"
"034026","RESPOP_AV","T","Y10-19","FRGAPO","13"
"034026","RESPOP_AV","T","Y10-19","ITL","46"
"034026","RESPOP_AV","T","Y10-19","TOTAL","59"
"034026","RESPOP_AV","T","Y20-29","FRGAPO","8"
"034026","RESPOP_AV","T","Y20-29","ITL","49"
"034026","RESPOP_AV","T","Y20-29","TOTAL","57"
"034026","RESPOP_AV","T","Y30-39","FRGAPO","24"
"034026","RESPOP_AV","T","Y30-39","ITL","62"
"034026","RESPOP_AV","T","Y30-39","TOTAL","86"
"034026","RESPOP_AV","T","Y40-49","FRGAPO","18"
"034026","RESPOP_AV","T","Y40-49","ITL","87"
"034026","RESPOP_AV","T","Y40-49","TOTAL","105"
"034026","RESPOP_AV","T","Y50-59","FRGAPO","21"
"034026","RESPOP_AV","T","Y50-59","ITL","149"
"034026","RESPOP_AV","T","Y50-59","TOTAL","170"
"034026","RESPOP_AV","T","Y60-69","FRGAPO","13"
"034026","RESPOP_AV","T","Y60-69","ITL","156"
"034026","RESPOP_AV","T","Y60-69","TOTAL","169"
"034026","RESPOP_AV","T","Y70-79","FRGAPO","5"
"034026","RESPOP_AV","T","Y70-79","ITL","180"
"034026","RESPOP_AV","T","Y70-79","TOTAL","185"
"034026","RESPOP_AV","T","Y80-89","ITL","102"
"034026","RESPOP_AV","T","Y80-89","TOTAL","102"
"034026","RESPOP_AV","T","Y90-99","ITL","26"
"034026","RESPOP_AV","T","Y90-99","TOTAL","26"
"034027","RESPOP_AV","F","TOTAL","FRGAPO","17160"
"034027","RESPOP_AV","F","TOTAL","ITL","84735"
"034027","RESPOP_AV","F","TOTAL","TOTAL","101895"
"034027","RESPOP_AV","F","Y_GE100","FRGAPO","1"
"034027","RESPOP_AV","F","Y_GE100","ITL","78"
"034027","RESPOP_AV","F","Y_GE100","TOTAL","79"
"034027","RESPOP_AV","F","Y0-9","FRGAPO","2018"
"034027","RESPOP_AV","F","Y0-9","ITL","5609"
"034027","RESPOP_AV","F","Y0-9","TOTAL","7627"
"034027","RESPOP_AV","F","Y10-19","FRGAPO","1697"
"034027","RESPOP_AV","F","Y10-19","ITL","7154"
"034027","RESPOP_AV","F","Y10-19","TOTAL","8851"
"034027","RESPOP_AV","F","Y20-29","FRGAPO","2275"
"034027","RESPOP_AV","F","Y20-29","ITL","7759"
"034027","RESPOP_AV","F","Y20-29","TOTAL","10034"
"034027","RESPOP_AV","F","Y30-39","FRGAPO","3550"
"034027","RESPOP_AV","F","Y30-39","ITL","9074"
"034027","RESPOP_AV","F","Y30-39","TOTAL","12624"
"034027","RESPOP_AV","F","Y40-49","FRGAPO","3152"
"034027","RESPOP_AV","F","Y40-49","ITL","11024"
"034027","RESPOP_AV","F","Y40-49","TOTAL","14176"
"034027","RESPOP_AV","F","Y50-59","FRGAPO","2249"
"034027","RESPOP_AV","F","Y50-59","ITL","13957"
"034027","RESPOP_AV","F","Y50-59","TOTAL","16206"
"034027","RESPOP_AV","F","Y60-69","FRGAPO","1591"
"034027","RESPOP_AV","F","Y60-69","ITL","10904"
"034027","RESPOP_AV","F","Y60-69","TOTAL","12495"
"034027","RESPOP_AV","F","Y70-79","FRGAPO","509"
"034027","RESPOP_AV","F","Y70-79","ITL","9676"
"034027","RESPOP_AV","F","Y70-79","TOTAL","10185"
"034027","RESPOP_AV","F","Y80-89","FRGAPO","109"
"034027","RESPOP_AV","F","Y80-89","ITL","7483"
"034027","RESPOP_AV","F","Y80-89","TOTAL","7592"
"034027","RESPOP_AV","F","Y90-99","FRGAPO","9"
"034027","RESPOP_AV","F","Y90-99","ITL","2017"
"034027","RESPOP_AV","F","Y90-99","TOTAL","2026"
"034027","RESPOP_AV","M","TOTAL","FRGAPO","17276"
"034027","RESPOP_AV","M","TOTAL","ITL","78950"
"034027","RESPOP_AV","M","TOTAL","TOTAL","96226"
"034027","RESPOP_AV","M","Y_GE100","ITL","13"
"034027","RESPOP_AV","M","Y_GE100","TOTAL","13"
"034027","RESPOP_AV","M","Y0-9","FRGAPO","2198"
"034027","RESPOP_AV","M","Y0-9","ITL","5992"
"034027","RESPOP_AV","M","Y0-9","TOTAL","8190"
"034027","RESPOP_AV","M","Y10-19","FRGAPO","1866"
"034027","RESPOP_AV","M","Y10-19","ITL","7448"
"034027","RESPOP_AV","M","Y10-19","TOTAL","9314"
"034027","RESPOP_AV","M","Y20-29","FRGAPO","3099"
"034027","RESPOP_AV","M","Y20-29","ITL","8059"
"034027","RESPOP_AV","M","Y20-29","TOTAL","11158"
"034027","RESPOP_AV","M","Y30-39","FRGAPO","3863"
"034027","RESPOP_AV","M","Y30-39","ITL","9336"
"034027","RESPOP_AV","M","Y30-39","TOTAL","13199"
"034027","RESPOP_AV","M","Y40-49","FRGAPO","3259"
"034027","RESPOP_AV","M","Y40-49","ITL","10682"
"034027","RESPOP_AV","M","Y40-49","TOTAL","13941"
"034027","RESPOP_AV","M","Y50-59","FRGAPO","1920"
"034027","RESPOP_AV","M","Y50-59","ITL","13425"
"034027","RESPOP_AV","M","Y50-59","TOTAL","15345"
"034027","RESPOP_AV","M","Y60-69","FRGAPO","780"
"034027","RESPOP_AV","M","Y60-69","ITL","10330"
"034027","RESPOP_AV","M","Y60-69","TOTAL","11110"
"034027","RESPOP_AV","M","Y70-79","FRGAPO","221"
"034027","RESPOP_AV","M","Y70-79","ITL","7904"
"034027","RESPOP_AV","M","Y70-79","TOTAL","8125"
"034027","RESPOP_AV","M","Y80-89","FRGAPO","64"
"034027","RESPOP_AV","M","Y80-89","ITL","4986"
"034027","RESPOP_AV","M","Y80-89","TOTAL","5050"
"034027","RESPOP_AV","M","Y90-99","FRGAPO","6"
"034027","RESPOP_AV","M","Y90-99","ITL","775"
"034027","RESPOP_AV","M","Y90-99","TOTAL","781"
"034027","RESPOP_AV","T","TOTAL","FRGAPO","34436"
"034027","RESPOP_AV","T","TOTAL","ITL","163685"
"034027","RESPOP_AV","T","TOTAL","TOTAL","198121"
"034027","RESPOP_AV","T","Y_GE100","FRGAPO","1"
"034027","RESPOP_AV","T","Y_GE100","ITL","91"
"034027","RESPOP_AV","T","Y_GE100","TOTAL","92"
"034027","RESPOP_AV","T","Y0-9","FRGAPO","4216"
"034027","RESPOP_AV","T","Y0-9","ITL","11601"
"034027","RESPOP_AV","T","Y0-9","TOTAL","15817"
"034027","RESPOP_AV","T","Y10-19","FRGAPO","3563"
"034027","RESPOP_AV","T","Y10-19","ITL","14602"
"034027","RESPOP_AV","T","Y10-19","TOTAL","18165"
"034027","RESPOP_AV","T","Y20-29","FRGAPO","5374"
"034027","RESPOP_AV","T","Y20-29","ITL","15818"
"034027","RESPOP_AV","T","Y20-29","TOTAL","21192"
"034027","RESPOP_AV","T","Y30-39","FRGAPO","7413"
"034027","RESPOP_AV","T","Y30-39","ITL","18410"
"034027","RESPOP_AV","T","Y30-39","TOTAL","25823"
"034027","RESPOP_AV","T","Y40-49","FRGAPO","6411"
"034027","RESPOP_AV","T","Y40-49","ITL","21706"
"034027","RESPOP_AV","T","Y40-49","TOTAL","28117"
"034027","RESPOP_AV","T","Y50-59","FRGAPO","4169"
"034027","RESPOP_AV","T","Y50-59","ITL","27382"
"034027","RESPOP_AV","T","Y50-59","TOTAL","31551"
"034027","RESPOP_AV","T","Y60-69","FRGAPO","2371"
"034027","RESPOP_AV","T","Y60-69","ITL","21234"
"034027","RESPOP_AV","T","Y60-69","TOTAL","23605"
"034027","RESPOP_AV","T","Y70-79","FRGAPO","730"
"034027","RESPOP_AV","T","Y70-79","ITL","17580"
"034027","RESPOP_AV","T","Y70-79","TOTAL","18310"
"034027","RESPOP_AV","T","Y80-89","FRGAPO","173"
"034027","RESPOP_AV","T","Y80-89","ITL","12469"
"034027","RESPOP_AV","T","Y80-89","TOTAL","12642"
"034027","RESPOP_AV","T","Y90-99","FRGAPO","15"
"034027","RESPOP_AV","T","Y90-99","ITL","2792"
"034027","RESPOP_AV","T","Y90-99","TOTAL","2807"
"034028","RESPOP_AV","F","TOTAL","FRGAPO","47"
"034028","RESPOP_AV","F","TOTAL","ITL","431"
"034028","RESPOP_AV","F","TOTAL","TOTAL","478"
"034028","RESPOP_AV","F","Y_GE100","ITL","2"
"034028","RESPOP_AV","F","Y_GE100","TOTAL","2"
"034028","RESPOP_AV","F","Y0-9","FRGAPO","4"
"034028","RESPOP_AV","F","Y0-9","ITL","18"
"034028","RESPOP_AV","F","Y0-9","TOTAL","22"
"034028","RESPOP_AV","F","Y10-19","FRGAPO","2"
"034028","RESPOP_AV","F","Y10-19","ITL","34"
"034028","RESPOP_AV","F","Y10-19","TOTAL","36"
"034028","RESPOP_AV","F","Y20-29","FRGAPO","4"
"034028","RESPOP_AV","F","Y20-29","ITL","32"
"034028","RESPOP_AV","F","Y20-29","TOTAL","36"
"034028","RESPOP_AV","F","Y30-39","FRGAPO","7"
"034028","RESPOP_AV","F","Y30-39","ITL","22"
"034028","RESPOP_AV","F","Y30-39","TOTAL","29"
"034028","RESPOP_AV","F","Y40-49","FRGAPO","13"
"034028","RESPOP_AV","F","Y40-49","ITL","48"
"034028","RESPOP_AV","F","Y40-49","TOTAL","61"
"034028","RESPOP_AV","F","Y50-59","FRGAPO","5"
"034028","RESPOP_AV","F","Y50-59","ITL","64"
"034028","RESPOP_AV","F","Y50-59","TOTAL","69"
"034028","RESPOP_AV","F","Y60-69","FRGAPO","7"
"034028","RESPOP_AV","F","Y60-69","ITL","66"
"034028","RESPOP_AV","F","Y60-69","TOTAL","73"
"034028","RESPOP_AV","F","Y70-79","FRGAPO","4"
"034028","RESPOP_AV","F","Y70-79","ITL","78"
"034028","RESPOP_AV","F","Y70-79","TOTAL","82"
"034028","RESPOP_AV","F","Y80-89","FRGAPO","1"
"034028","RESPOP_AV","F","Y80-89","ITL","51"
"034028","RESPOP_AV","F","Y80-89","TOTAL","52"
"034028","RESPOP_AV","F","Y90-99","ITL","16"
"034028","RESPOP_AV","F","Y90-99","TOTAL","16"
"034028","RESPOP_AV","M","TOTAL","FRGAPO","38"
"034028","RESPOP_AV","M","TOTAL","ITL","452"
"034028","RESPOP_AV","M","TOTAL","TOTAL","490"
"034028","RESPOP_AV","M","Y0-9","FRGAPO","4"
"034028","RESPOP_AV","M","Y0-9","ITL","25"
"034028","RESPOP_AV","M","Y0-9","TOTAL","29"
"034028","RESPOP_AV","M","Y10-19","FRGAPO","2"
"034028","RESPOP_AV","M","Y10-19","ITL","39"
"034028","RESPOP_AV","M","Y10-19","TOTAL","41"
"034028","RESPOP_AV","M","Y20-29","FRGAPO","10"
"034028","RESPOP_AV","M","Y20-29","ITL","46"
"034028","RESPOP_AV","M","Y20-29","TOTAL","56"
"034028","RESPOP_AV","M","Y30-39","FRGAPO","11"
"034028","RESPOP_AV","M","Y30-39","ITL","25"
"034028","RESPOP_AV","M","Y30-39","TOTAL","36"
"034028","RESPOP_AV","M","Y40-49","FRGAPO","6"
"034028","RESPOP_AV","M","Y40-49","ITL","66"
"034028","RESPOP_AV","M","Y40-49","TOTAL","72"
"034028","RESPOP_AV","M","Y50-59","FRGAPO","2"
"034028","RESPOP_AV","M","Y50-59","ITL","77"
"034028","RESPOP_AV","M","Y50-59","TOTAL","79"
"034028","RESPOP_AV","M","Y60-69","FRGAPO","1"
"034028","RESPOP_AV","M","Y60-69","ITL","68"
"034028","RESPOP_AV","M","Y60-69","TOTAL","69"
"034028","RESPOP_AV","M","Y70-79","FRGAPO","1"
"034028","RESPOP_AV","M","Y70-79","ITL","61"
"034028","RESPOP_AV","M","Y70-79","TOTAL","62"
"034028","RESPOP_AV","M","Y80-89","FRGAPO","1"
"034028","RESPOP_AV","M","Y80-89","ITL","33"
"034028","RESPOP_AV","M","Y80-89","TOTAL","34"
"034028","RESPOP_AV","M","Y90-99","ITL","12"
