cod_indicatore,indicatore,sesso,territorio,livello,anno,valore,unita_misura,fonte
02IST003P-N22,Laureati e altri titoli terziari (25-39 anni),Totale,Nord-est,ripartizione,2018,30.7,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST003P-N22,Laureati e altri titoli terziari (25-39 anni),Totale,Nord-est,ripartizione,2019,31,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST003P-N22,Laureati e altri titoli terziari (25-39 anni),Totale,Nord-est,ripartizione,2020,31.4,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST003P-N22,Laureati e altri titoli terziari (25-39 anni),Totale,Nord-est,ripartizione,2021,32.1,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST003P-N22,Laureati e altri titoli terziari (25-39 anni),Totale,Nord-est,ripartizione,2022,31.3,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST003P-N22,Laureati e altri titoli terziari (25-39 anni),Totale,Nord-est,ripartizione,2023,32.1,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST003P-N22,Laureati e altri titoli terziari (25-39 anni),Totale,Nord-est,ripartizione,2024,34.7,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST003P-N22,Laureati e altri titoli terziari (25-39 anni),Totale,Italia,italia,2018,27.1,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST003P-N22,Laureati e altri titoli terziari (25-39 anni),Totale,Italia,italia,2019,27.4,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST003P-N22,Laureati e altri titoli terziari (25-39 anni),Totale,Italia,italia,2020,28.2,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST003P-N22,Laureati e altri titoli terziari (25-39 anni),Totale,Italia,italia,2021,28.1,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST003P-N22,Laureati e altri titoli terziari (25-39 anni),Totale,Italia,italia,2022,28.6,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST003P-N22,Laureati e altri titoli terziari (25-39 anni),Totale,Italia,italia,2023,30,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST003P-N22,Laureati e altri titoli terziari (25-39 anni),Totale,Italia,italia,2024,30.9,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST004,Passaggio all'università,Femmine,Emilia-Romagna,regione,2017,58.2,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Emilia-Romagna,regione,2018,59.1,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Emilia-Romagna,regione,2019,60.4,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Emilia-Romagna,regione,2020,62.5,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Emilia-Romagna,regione,2021,61.1,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Emilia-Romagna,regione,2022,60.9,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Piacenza,provincia,2017,61,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Piacenza,provincia,2018,61.2,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Piacenza,provincia,2019,63.5,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Piacenza,provincia,2020,62.5,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Piacenza,provincia,2021,61.7,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Piacenza,provincia,2022,66.7,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Parma,provincia,2017,64.8,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Parma,provincia,2018,68.2,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Parma,provincia,2019,66.1,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Parma,provincia,2020,69.3,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Parma,provincia,2021,66.7,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Parma,provincia,2022,68.4,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Reggio nell'Emilia,provincia,2017,56.4,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Reggio nell'Emilia,provincia,2018,55,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Reggio nell'Emilia,provincia,2019,58.9,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Reggio nell'Emilia,provincia,2020,62.9,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Reggio nell'Emilia,provincia,2021,57.1,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Reggio nell'Emilia,provincia,2022,58.5,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Modena,provincia,2017,57.4,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Modena,provincia,2018,59.1,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Modena,provincia,2019,60.4,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Modena,provincia,2020,60.9,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Modena,provincia,2021,58.2,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Modena,provincia,2022,58.7,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Bologna,provincia,2017,59.3,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Bologna,provincia,2018,59.8,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Bologna,provincia,2019,61.4,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Bologna,provincia,2020,62.9,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Bologna,provincia,2021,64.4,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Bologna,provincia,2022,62,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Ferrara,provincia,2017,62.2,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Ferrara,provincia,2018,58.4,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Ferrara,provincia,2019,61.3,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Ferrara,provincia,2020,65,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Ferrara,provincia,2021,64.3,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Ferrara,provincia,2022,62.9,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Ravenna,provincia,2017,53.1,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Ravenna,provincia,2018,55.1,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Ravenna,provincia,2019,55.3,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Ravenna,provincia,2020,59.4,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Ravenna,provincia,2021,57,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Ravenna,provincia,2022,55.3,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Forlì-Cesena,provincia,2017,56.5,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Forlì-Cesena,provincia,2018,57.6,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Forlì-Cesena,provincia,2019,59.4,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Forlì-Cesena,provincia,2020,60.9,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Forlì-Cesena,provincia,2021,60.9,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Forlì-Cesena,provincia,2022,60.1,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Rimini,provincia,2017,51.7,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Rimini,provincia,2018,55.7,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Rimini,provincia,2019,55.7,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Rimini,provincia,2020,58.7,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Rimini,provincia,2021,58.3,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Rimini,provincia,2022,56.2,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Nord-est,ripartizione,2017,56.1,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Nord-est,ripartizione,2018,54.8,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Nord-est,ripartizione,2019,55.3,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Nord-est,ripartizione,2020,58,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Nord-est,ripartizione,2021,57.6,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Nord-est,ripartizione,2022,57.5,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Italia,italia,2017,56.2,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Italia,italia,2018,56.2,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Italia,italia,2019,57.7,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Italia,italia,2020,59.1,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Italia,italia,2021,58.3,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Femmine,Italia,italia,2022,58.2,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Emilia-Romagna,regione,2017,47.7,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Emilia-Romagna,regione,2018,47.8,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Emilia-Romagna,regione,2019,49,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Emilia-Romagna,regione,2020,48.5,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Emilia-Romagna,regione,2021,48.4,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Emilia-Romagna,regione,2022,48,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Piacenza,provincia,2017,47.3,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Piacenza,provincia,2018,50.7,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Piacenza,provincia,2019,48.5,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Piacenza,provincia,2020,46,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Piacenza,provincia,2021,51.1,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Piacenza,provincia,2022,50,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Parma,provincia,2017,53.8,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Parma,provincia,2018,51.3,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Parma,provincia,2019,55,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Parma,provincia,2020,52,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Parma,provincia,2021,53.2,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Parma,provincia,2022,55.5,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Reggio nell'Emilia,provincia,2017,46.4,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Reggio nell'Emilia,provincia,2018,46,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Reggio nell'Emilia,provincia,2019,45.6,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Reggio nell'Emilia,provincia,2020,48.3,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Reggio nell'Emilia,provincia,2021,46.2,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Reggio nell'Emilia,provincia,2022,46.9,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Modena,provincia,2017,50.4,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Modena,provincia,2018,47.5,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Modena,provincia,2019,48.7,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Modena,provincia,2020,49.1,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Modena,provincia,2021,46.5,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Modena,provincia,2022,45.6,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Bologna,provincia,2017,48.5,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Bologna,provincia,2018,49.1,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Bologna,provincia,2019,51.8,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Bologna,provincia,2020,49.8,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Bologna,provincia,2021,52.2,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Bologna,provincia,2022,50.4,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Ferrara,provincia,2017,47.2,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Ferrara,provincia,2018,48.1,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Ferrara,provincia,2019,51.4,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Ferrara,provincia,2020,51.3,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Ferrara,provincia,2021,49.8,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Ferrara,provincia,2022,48.2,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Ravenna,provincia,2017,39.7,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Ravenna,provincia,2018,44.6,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Ravenna,provincia,2019,44.9,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Ravenna,provincia,2020,43.2,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Ravenna,provincia,2021,41.3,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Ravenna,provincia,2022,41.5,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Forlì-Cesena,provincia,2017,47.1,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Forlì-Cesena,provincia,2018,48.1,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Forlì-Cesena,provincia,2019,46.6,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Forlì-Cesena,provincia,2020,48.2,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Forlì-Cesena,provincia,2021,46.6,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Forlì-Cesena,provincia,2022,48.1,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Rimini,provincia,2017,43.7,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Rimini,provincia,2018,43.4,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Rimini,provincia,2019,45.4,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Rimini,provincia,2020,44.1,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Rimini,provincia,2021,46.3,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Rimini,provincia,2022,43.6,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Nord-est,ripartizione,2017,47,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Nord-est,ripartizione,2018,45.6,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Nord-est,ripartizione,2019,46.4,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Nord-est,ripartizione,2020,47,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Nord-est,ripartizione,2021,46.8,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Nord-est,ripartizione,2022,46.7,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Italia,italia,2017,44.7,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Italia,italia,2018,44.5,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Italia,italia,2019,45.1,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Italia,italia,2020,44.7,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Italia,italia,2021,44.5,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Maschi,Italia,italia,2022,45.2,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Totale,Emilia-Romagna,regione,2014,51.7,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Totale,Emilia-Romagna,regione,2015,52.9,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Totale,Emilia-Romagna,regione,2016,51.5,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Totale,Emilia-Romagna,regione,2017,53,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Totale,Emilia-Romagna,regione,2018,53.6,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Totale,Emilia-Romagna,regione,2019,54.9,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Totale,Emilia-Romagna,regione,2020,55.6,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Totale,Emilia-Romagna,regione,2021,54.9,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Totale,Emilia-Romagna,regione,2022,54.5,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Totale,Piacenza,provincia,2014,52.4,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Totale,Piacenza,provincia,2015,52.4,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Totale,Piacenza,provincia,2016,52.5,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Totale,Piacenza,provincia,2017,54.4,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Totale,Piacenza,provincia,2018,56,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Totale,Piacenza,provincia,2019,56.4,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Totale,Piacenza,provincia,2020,54.7,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Totale,Piacenza,provincia,2021,56.7,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Totale,Piacenza,provincia,2022,58.6,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Totale,Parma,provincia,2014,53.4,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Totale,Parma,provincia,2015,56.2,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Totale,Parma,provincia,2016,57.4,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
02IST004,Passaggio all'università,Totale,Parma,provincia,2017,59.5,Tasso specifico di coorte,Ministero dell'Istruzione; Ministero dell'Università e Ricerca
