cod_indicatore,indicatore,sesso,territorio,livello,anno,valore,unita_misura,fonte
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Emilia-Romagna,regione,2013,94,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Emilia-Romagna,regione,2014,92.8,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Emilia-Romagna,regione,2015,92.8,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Emilia-Romagna,regione,2016,92.7,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Emilia-Romagna,regione,2017,93.6,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Emilia-Romagna,regione,2018,93.5,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Emilia-Romagna,regione,2019,93.5,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Emilia-Romagna,regione,2020,93.6,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Emilia-Romagna,regione,2021,91.1,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Emilia-Romagna,regione,2022,92.7,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Emilia-Romagna,regione,2023,94,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Piacenza,provincia,2013,93.5,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Piacenza,provincia,2014,92.1,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Piacenza,provincia,2015,92.1,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Piacenza,provincia,2016,93.3,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Piacenza,provincia,2017,94.1,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Piacenza,provincia,2018,94.1,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Piacenza,provincia,2019,93.3,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Piacenza,provincia,2020,92.5,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Piacenza,provincia,2021,90.1,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Piacenza,provincia,2022,91.9,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Piacenza,provincia,2023,93.3,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Parma,provincia,2013,91.5,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Parma,provincia,2014,89,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Parma,provincia,2015,89.5,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Parma,provincia,2016,89.3,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Parma,provincia,2017,88.8,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Parma,provincia,2018,89.2,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Parma,provincia,2019,88.8,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Parma,provincia,2020,89.8,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Parma,provincia,2021,86.3,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Parma,provincia,2022,88.3,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Parma,provincia,2023,89.3,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Reggio nell'Emilia,provincia,2013,89.9,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Reggio nell'Emilia,provincia,2014,88.6,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Reggio nell'Emilia,provincia,2015,89,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Reggio nell'Emilia,provincia,2016,90.1,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Reggio nell'Emilia,provincia,2017,90.5,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Reggio nell'Emilia,provincia,2018,90.9,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Reggio nell'Emilia,provincia,2019,91.5,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Reggio nell'Emilia,provincia,2020,92.5,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Reggio nell'Emilia,provincia,2021,88.7,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Reggio nell'Emilia,provincia,2022,90.9,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Reggio nell'Emilia,provincia,2023,93.2,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Modena,provincia,2013,93,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Modena,provincia,2014,91.9,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Modena,provincia,2015,91.6,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Modena,provincia,2016,93.1,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Modena,provincia,2017,93.2,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Modena,provincia,2018,93.8,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Modena,provincia,2019,94.1,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Modena,provincia,2020,95.2,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Modena,provincia,2021,92.3,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Modena,provincia,2022,93.2,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Modena,provincia,2023,94.9,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Bologna,provincia,2013,96,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Bologna,provincia,2014,95.1,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Bologna,provincia,2015,95.1,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Bologna,provincia,2016,95.2,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Bologna,provincia,2017,95.8,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Bologna,provincia,2018,94.4,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Bologna,provincia,2019,94.4,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Bologna,provincia,2020,94,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Bologna,provincia,2021,93.6,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Bologna,provincia,2022,94.3,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Bologna,provincia,2023,95,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Ferrara,provincia,2013,94.5,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Ferrara,provincia,2014,92.6,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Ferrara,provincia,2015,89.5,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Ferrara,provincia,2016,90.5,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Ferrara,provincia,2017,93.1,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Ferrara,provincia,2018,93.7,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Ferrara,provincia,2019,94.5,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Ferrara,provincia,2020,93.6,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Ferrara,provincia,2021,90.1,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Ferrara,provincia,2022,91.8,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Ferrara,provincia,2023,92.4,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Ravenna,provincia,2013,95.1,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Ravenna,provincia,2014,95.4,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Ravenna,provincia,2015,95.5,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Ravenna,provincia,2016,95,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Ravenna,provincia,2017,94.9,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Ravenna,provincia,2018,95.5,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Ravenna,provincia,2019,95.7,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Ravenna,provincia,2020,95.4,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Ravenna,provincia,2021,93,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Ravenna,provincia,2022,95.3,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Ravenna,provincia,2023,96.2,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Forlì-Cesena,provincia,2013,96.1,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Forlì-Cesena,provincia,2014,94.8,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Forlì-Cesena,provincia,2015,95.8,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Forlì-Cesena,provincia,2016,96.2,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Forlì-Cesena,provincia,2017,96,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Forlì-Cesena,provincia,2018,95.5,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Forlì-Cesena,provincia,2019,95.9,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Forlì-Cesena,provincia,2020,95.1,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Forlì-Cesena,provincia,2021,92.8,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Forlì-Cesena,provincia,2022,94.5,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Forlì-Cesena,provincia,2023,96.3,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Rimini,provincia,2013,96.8,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Rimini,provincia,2014,96.4,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Rimini,provincia,2015,96.5,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Rimini,provincia,2016,88.7,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Rimini,provincia,2017,95.3,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Rimini,provincia,2018,95.3,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Rimini,provincia,2019,94.4,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Rimini,provincia,2020,92.9,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Rimini,provincia,2021,90.1,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Rimini,provincia,2022,92.4,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Rimini,provincia,2023,93.2,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Nord-est,ripartizione,2013,95.4,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Nord-est,ripartizione,2014,94.6,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Nord-est,ripartizione,2015,94.5,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Nord-est,ripartizione,2016,94.6,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Nord-est,ripartizione,2017,94.9,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Nord-est,ripartizione,2018,94.9,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Nord-est,ripartizione,2019,94.6,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Nord-est,ripartizione,2020,94.4,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Nord-est,ripartizione,2021,91.7,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Nord-est,ripartizione,2022,93.1,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Nord-est,ripartizione,2023,94.1,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Italia,italia,2013,97.9,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Italia,italia,2014,97.4,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Italia,italia,2015,97.2,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Italia,italia,2016,97.3,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Italia,italia,2017,96.1,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Italia,italia,2018,95.8,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Italia,italia,2019,96,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Italia,italia,2020,95.9,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Italia,italia,2021,92.8,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Italia,italia,2022,94,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST001,Partecipazione al sistema scolastico dei bambini di 4-5 anni,Totale,Italia,italia,2023,94.7,Valori percentuali,Istat - Elaborazione su dati Ministero dell'Istruzione e del Merito
02IST002-N22,Persone con almeno il diploma (25-64 anni),Totale,Emilia-Romagna,regione,2018,68.2,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST002-N22,Persone con almeno il diploma (25-64 anni),Totale,Emilia-Romagna,regione,2019,69.1,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST002-N22,Persone con almeno il diploma (25-64 anni),Totale,Emilia-Romagna,regione,2020,68.9,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST002-N22,Persone con almeno il diploma (25-64 anni),Totale,Emilia-Romagna,regione,2021,68.7,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST002-N22,Persone con almeno il diploma (25-64 anni),Totale,Emilia-Romagna,regione,2022,68.1,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST002-N22,Persone con almeno il diploma (25-64 anni),Totale,Emilia-Romagna,regione,2023,69.9,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST002-N22,Persone con almeno il diploma (25-64 anni),Totale,Emilia-Romagna,regione,2024,71.6,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST002-N22,Persone con almeno il diploma (25-64 anni),Totale,Piacenza,provincia,2018,68.2,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST002-N22,Persone con almeno il diploma (25-64 anni),Totale,Piacenza,provincia,2019,68.2,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST002-N22,Persone con almeno il diploma (25-64 anni),Totale,Piacenza,provincia,2020,66.1,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST002-N22,Persone con almeno il diploma (25-64 anni),Totale,Piacenza,provincia,2021,62.7,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST002-N22,Persone con almeno il diploma (25-64 anni),Totale,Piacenza,provincia,2022,62.2,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST002-N22,Persone con almeno il diploma (25-64 anni),Totale,Piacenza,provincia,2023,65.3,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST002-N22,Persone con almeno il diploma (25-64 anni),Totale,Piacenza,provincia,2024,68.3,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST002-N22,Persone con almeno il diploma (25-64 anni),Totale,Parma,provincia,2018,70.1,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST002-N22,Persone con almeno il diploma (25-64 anni),Totale,Parma,provincia,2019,70.9,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST002-N22,Persone con almeno il diploma (25-64 anni),Totale,Parma,provincia,2020,72.6,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST002-N22,Persone con almeno il diploma (25-64 anni),Totale,Parma,provincia,2021,67.3,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST002-N22,Persone con almeno il diploma (25-64 anni),Totale,Parma,provincia,2022,67,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST002-N22,Persone con almeno il diploma (25-64 anni),Totale,Parma,provincia,2023,69.5,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
02IST002-N22,Persone con almeno il diploma (25-64 anni),Totale,Parma,provincia,2024,69.9,Valori percentuali,Istat - Rilevazione sulle Forze di lavoro
